Name0,Image0,Image1,Name1,Image2,Name2,Image3
Alec_Baldwin,1,4,Ainsworth_Dyer,1,Mary_Sue_Coleman,1
Alec_Baldwin,2,3,Aishwarya_Rai,1,Lorne_Michaels,1
Alec_Baldwin,3,4,Aiysha_Smith,1,Elijan_Ingram,1
Alejandro_Toledo,20,38,Akbar_Al_Baker,1,Louisa_Baileche,1
Alex_Barros,1,2,Akmal_Taher,1,Deena_Burnett,1
Alex_Sink,2,3,Al_Gore,6,Jeff_Weaver,1
Alexandra_Stevenson,1,2,Alain_Ducasse,1,Flavia_Delaroli,1
Alexandra_Stevenson,1,3,Alan_Jackson,1,Geoff_Dixon,1
Alexandra_Vodjanikova,1,2,Alan_Jackson,1,Peter_Albertsen,1
Ali_Abbas,1,2,Alan_Trammell,1,Lin_Yung_Hsi,1
Ali_Khamenei,1,2,Albert_Brooks,1,Alexander_Downer,1
Alice_Fisher,1,2,Albert_Brooks,1,Jim_Hendry,1
Alicia_Silverstone,1,2,Alberto_Acosta,1,Manuel_Rosendo,1
Alimzhan_Tokhtakhounov,1,2,Alberto_Gonzales,1,Li_Changchun,1
Alison_Lohman,1,2,Alberto_Gonzales,1,Tina_Pisnik,1
Alvaro_Noboa,1,2,Aldo_Paredes,1,Azmi_Bishara,1
Alvaro_Noboa,2,3,Alec_Baldwin,3,Guy_Ritchie,1
Alvaro_Silva_Calderon,3,4,Alec_Baldwin,3,Molly_Sims,1
Amanda_Beard,1,2,Alejandro_Lembo,1,Azmi_Bishara,1
Amber_Tamblyn,1,2,Alejandro_Lopez,1,Urmila_Matondkar,1
Amelia_Vega,2,4,Alejandro_Toledo,24,Dianne_Feinstein,2
Amelia_Vega,5,7,Alex_Holmes,1,Muhammad_Ibrahim_Bilal,1
Amelia_Vega,6,7,Alex_King,1,Dennis_Erickson,1
Amer_al-Saadi,1,2,Alex_King,1,Lynne_Thigpen,1
Ana_Guevara,1,5,Alex_Wallau,1,Richard_Krajicek,1
Ana_Guevara,1,6,Alexa_Loren,1,MC_Hammer,1
Ana_Guevara,2,6,Alexander_Lukashenko,1,Richard_Haass,1
Ana_Guevara,3,6,Alexander_Payne,1,Patrice_Chereau,1
Anastasia_Myskina,1,2,Alexandre_Vinokourov,1,Bill_Rainer,1
Anastasia_Myskina,2,3,Alfonso_Cuaron,1,Marcos_Milinkovic,1
Anders_Fogh_Rasmussen,1,2,Alfredo_Moreno,1,Dwayne_Wade,1
Anders_Fogh_Rasmussen,3,4,Alfredo_Moreno,1,Shane_Reynolds,1
Andre_Agassi,9,18,Alfredo_di_Stefano,1,Robert_Pollack,1
Andrew_Weissmann,1,3,Ali_Bin_Hussein,1,Jean-Luc_Bideau,1
Andy_Roddick,3,15,Ali_Hammoud,1,Geoffrey_Rush,1
Andy_Roddick,9,14,Alicia_Silverstone,1,Michael_Doleac,1
Andy_Roddick,12,15,Alina_Kabaeva,1,Amanda_Plumer,1
Angela_Bassett,2,6,Alison_Lohman,1,Lyudmila_Putin,1
Angelina_Jolie,3,15,Allan_Houston,1,Marwan_Muasher,1
Angelina_Jolie,4,16,Allen_Iverson,1,Steven_Spielberg,7
Angelina_Jolie,8,15,Ally_Sheedy,1,Arsinee_Khanjian,1
Angelina_Jolie,9,17,Ally_Sheedy,1,Pedro_Velasquez,1
Angelina_Jolie,16,17,Alvaro_Silva_Calderon,3,Toni_Jennings,1
Anibal_Ibarra,2,3,Aly_Wagner,1,John_Perrota,1
Anna_Kournikova,5,9,Amanda_Beard,2,Nancy_Greenlaw,1
Annette_Bening,1,2,Amanda_Coetzer,2,Rhett_Warrener,1
Anthony_Hopkins,1,2,Amanda_Plumer,1,Jean_Brumley,1
Antonio_Banderas,2,3,Amy_Cotton,1,Curt_Weldon,1
Antonio_Banderas,2,4,Amy_Redford,1,Guillaume_Depardieu,1
Antony_Leung,2,3,Amy_Smart,1,Cole_Chapman,1
Anwar_Ibrahim,1,2,Ana_Guevara,1,Michelangelo_Antonioni,1
Arantxa_Sanchez-Vicario,1,2,Anastasia_Kelesidou,1,Maribel_Dominguez,1
Ari_Fleischer,1,13,Anastasia_Myskina,2,Maureen_Fanning,1
Ari_Fleischer,2,4,Anders_Fogh_Rasmussen,4,Paula_Dobriansky,1
Ari_Fleischer,4,6,Andrea_Bocelli,1,Glenn_Plummer,1
Ari_Fleischer,8,13,Andrea_Yates,1,Andy_Wisecarver,1
Arianna_Huffington,1,2,Andrea_Yates,1,Mike_Myers,4
Arianna_Huffington,2,3,Andrei_Nikolishin,1,Jessica_Lynch,1
Arminio_Fraga,2,6,Andres_Manuel_Lopez_Obrador,1,John_Jumper,1
Arnold_Palmer,1,2,Andres_Pastrana,1,Juan_Antonio_Samaranch,1
Arnold_Palmer,1,3,Andrew_Bernard,1,Colin_Farrell,6
Arnoldo_Aleman,1,3,Andrew_Bunner,1,David_Obey,1
Arnoldo_Aleman,2,4,Andrew_Cuomo,1,Hamad_Bin_Jassim,1
Aron_Ralston,1,2,Andrew_Cuomo,2,Jean-Rene_Fourtou,1
Art_Hoffmann,1,2,Andrew_Fastow,1,Suzie_McConnell_Serio,1
Arturo_Gatti,1,2,Andrew_Gilligan,1,Hashim_Thaci,2
Arturo_Gatti,2,3,Andrew_Jarecki,1,Emily_Mortimer,1
Arye_Mekel,1,2,Andrew_Jarecki,1,Mike_Myers,3
Asa_Hutchinson,1,2,Andrew_Weissmann,1,Johnny_Benson,1
Atal_Bihari_Vajpayee,10,20,Andy_Dick,1,Linda_Lingle,1
Atal_Bihari_Vajpayee,17,24,Andy_Madikians,1,Solomon_Passy,1
Augusto_Roa_Bastos,1,2,Andy_Roddick,1,Richard_Gephardt,4
Azra_Akin,1,4,Andy_Rooney,1,Mike_Krzyzewski,2
Barbara_Walters,1,3,Andy_Wisecarver,1,Peggy_McGuinness,1
Barbara_Walters,1,4,Anette_Hosoi,1,Dan_Dickau,1
Barbara_Walters,3,4,Angel_Maza,1,Juliette_Lewis,1
Barbra_Streisand,1,2,Angela_Merkel,1,John_Edwards,6
Barbra_Streisand,2,3,Angelica_Romero,1,Hama_Arba_Diallo,1
Barrett_Jackman,1,2,Angelo_Genova,1,Denise_Locke,1
Barry_Zito,1,2,Anibal_Ibarra,1,Christine_Arron,1
Bashar_Assad,1,3,Anibal_Ibarra,3,Jane_Walker_Wood,1
Bashar_Assad,3,4,Anjum_Hussain,1,Vaclav_Klaus,1
Ben_Glisan,1,2,Ann_Morgan,1,Garry_Kasparov,2
Ben_Howland,1,2,Anna_Jones,1,Colleen_Atwood,1
Benazir_Bhutto,1,2,Anne_Cavers,1,Morgan_Freeman,1
Benazir_Bhutto,2,5,Anne_Cavers,1,Sophie,1
Bernard_Landry,1,2,Anne_Heche,1,Kenneth_Dam,1
Bernard_Landry,1,4,Anne_ONeil,1,Rohinton_Mistry,1
Bernard_Law,1,2,Anneli_Jaatteenmaki,2,Ron_Dittemore,5
Bernard_Law,2,5,Anthony_Mazur,1,Ben_Wallace,1
Bernardo_Segura,1,2,Anthony_Mazur,1,Jose_Santos,1
Beth_Jones,1,2,Anthony_Mazur,1,Kim_Hong-up,1
Bijan_Darvish,1,3,Anthony_Pisciotti,1,Stephane_Rousseau,1
Bijan_Namdar_Zangeneh,1,2,Anthony_Rackauckas,1,Jessica_Brungo,1
Bill_Belichick,1,2,Anthony_Rackauckas,1,Samantha_Daniels,1
Bill_Callahan,1,2,Anthony_Scott_Miller,1,Doc_Rivers,1
Bill_Callahan,1,3,Anthony_Scott_Miller,1,Helen_Clark,2
Bill_Clinton,4,20,Antwun_Echols,1,Henry_Hyde,1
Bill_Gates,3,11,Anwar_Ibrahim,1,Chung_Mong-hun,2
Bill_Gates,4,15,Anwar_Ibrahim,1,Santiago_Botero,1
Bill_Graham,1,7,Anzori_Kikalishvili,1,Milan_Kucan,1
Bill_Graham,8,9,Aram_Adler,1,Stanley_Nelson,1
Bill_Nelson,1,2,Ari_Fleischer,1,Janet_Leigh,1
Bill_Simon,4,15,Arnie_Boehm,1,Natasa_Micic,1
Bill_Simon,5,13,Arnold_Palmer,2,Marc_Gold,1
Billy_Crystal,3,5,Art_Hoffmann,2,Timothy_Coughlin,1
Billy_Crystal,3,6,Arthur_Martinez,1,Brad_Wilk,1
Billy_Crystal,5,6,Artieas_Shanks,1,Hrithik_Roshan,1
Billy_Graham,1,2,Arye_Mekel,1,Jaouad_Gharib,1
Binyamin_Ben-Eliezer,2,5,Ashanti,4,Tom_Lantos,1
Binyamin_Ben-Eliezer,3,7,Ashraf_Ghani,1,Max_von_Sydow,1
Bo_Ryan,1,2,Ashton_Kutcher,3,Julio_Toro,1
Bob_Beauprez,1,2,Asif_Hanif,1,John_Connolly,1
Bob_Geldof,1,2,Atal_Bihari_Vajpayee,24,Sarah_Price,1
Bob_Graham,1,5,Atsushi_Sato,1,Zinedine_Zidane,5
Bob_Graham,1,6,Azmi_Bishara,1,Ludivine_Sagnier,3
Bob_Graham,2,4,BB_King,1,Benjamin_Martinez,1
Bob_Graham,3,5,BJ_Habibie,1,Daniel_Chin,1
Bob_Huggins,1,2,Baburam_Bhattari,1,Carlos_Fasciolo,1
Bob_Stoops,5,7,Barbara_Bodine,1,Dora_Bakoyianni,1
Bobby_Robson,1,2,Barbara_Boxer,1,Carin_Koch,1
Boris_Berezovsky,1,2,Barbara_Walters,2,Martin_Scorsese,2
Branko_Crvenkovski,1,3,Barrett_Jackman,1,Maureen_Kanka,1
Brendan_Hansen,1,2,Barry_Bonds,1,Michael_Rolinee,1
Brooke_Shields,1,2,Barry_Collier,1,Rainer_Schuettler,1
Bruce_Van_De_Velde,1,2,Barry_Ford,1,Michael_Bloomberg,18
Bruce_Weber,1,2,Barry_Hinson,1,John_Cusack,1
Bud_Selig,1,2,Barry_Hinson,1,Prince_Naruhito,3
Bud_Selig,1,4,Bart_Hendricks,1,David_Beckham,8
Bulent_Ecevit,2,4,Bart_Hendricks,1,Des_Brown,1
Bulent_Ecevit,2,5,Basdeo_Panday,1,Maggie_Smith,1
Bulent_Ecevit,3,6,Beatriz_Merino,1,Mikhail_Kalashnikov,1
Cameron_Diaz,3,4,Ben_Braun,1,Dionyssis_Georgiadis,1
Candie_Kung,1,2,Ben_Braun,1,Sereyvuth_Kem,1
Candie_Kung,2,3,Ben_Chandler,1,Ralph_Firman,2
Carla_Myers,1,2,Ben_Chandler,1,Russell_Simmons,3
Carlos_Menem,1,3,Ben_Howland,1,Filippo_Volandri,1
Carlos_Menem,6,12,Ben_Howland,2,Conan_OBrien,1
Carlos_Ruiz,2,3,Ben_Kingsley,1,Rob_Marshall,5
Carlos_Vives,1,2,Ben_Kingsley,1,Tom_Lantos,1
Carlos_Vives,2,3,Ben_Lee,1,Mike_Holmgren,1
Carly_Fiorina,1,2,Benedita_da_Silva,1,Robert_Weitzel,1
Carly_Fiorina,1,3,Benedita_da_Silva,1,Yao_Ming,6
Carmen_Electra,1,6,Benjamin_Bratt,1,Mark_Geragos,1
Carol_Moseley_Braun,1,2,Benjamin_Martinez,1,Michael_Leavitt,1
Carolina_Kluft,1,3,Bernard_Giraudeau,1,Eve_Ensler,1
Caroline_Kennedy,1,3,Bernard_Giraudeau,1,Marsha_Sharp,1
Carson_Palmer,2,4,Bernard_Landry,1,Marc_Shaiman,1
Cate_Blanchett,2,3,Bernard_Law,3,Qian_Qichen,1
Cate_Blanchett,2,4,Bernard_Lord,2,Cheryl_Tiegs,1
Catherine_Deneuve,2,5,Bernardo_Segura,2,Mike_Bair,1
Catherine_Zeta-Jones,1,4,Bernardo_Segura,2,Park_Jung_Sung,1
Catherine_Zeta-Jones,1,8,Bernardo_Segura,2,Ray_Romano,9
Catherine_Zeta-Jones,4,9,Bettina_Rheims,1,Stephen_Covey,1
Catherine_Zeta-Jones,6,9,Betty_Garrison,1,Rudy_Tomjanovich,1
Catherine_Zeta-Jones,8,10,Bijan_Namdar_Zangeneh,2,Inam-ul-Haq,1
Cecilia_Bolocco,1,3,Bill_Belichick,1,Guillermo_Coria,25
Cesar_Gaviria,2,5,Bill_Bradley,1,Santiago_Botero,1
Cesar_Gaviria,4,8,Bill_Callahan,2,Richard_Tubb,1
Cesar_Gaviria,6,7,Bill_Duffey,1,Catriona_Le_May_Doan,1
Charles_Grassley,1,2,Bill_Kong,1,Herta_Daeubler-Gmelin,2
Charles_Moose,1,3,Bill_Lerach,1,Lucio_Angulo,1
Charles_Moose,4,10,Bill_Nelson,2,Buck_Rodgers,1
Charles_Moose,4,11,Bill_Nelson,2,Roberto_Tovar,1
Charles_Schumer,1,2,Bill_OReilly,1,Kathryn_Bigelow,1
Charlotte_Rampling,1,2,Bill_Parcells,2,Jong_Wook_Lee,4
Chen_Liang_Yu,1,2,Bill_Pryor,1,Wes_Craven,1
Cherie_Blair,1,2,Bill_Rainer,1,David_Ballantyne,1
Cherie_Blair,1,3,Bill_Rainer,1,Patricia_Clarkson,4
Cherie_Blair,2,4,Bill_Readdy,1,Kirk_Doerger,1
Cherie_Blair,3,4,Bill_Richardson,1,Roger_Grimes,1
Choi_Sung-hong,1,4,Bill_Stein,1,Chip_Burrus,1
Choi_Sung-hong,3,4,Bill_Walton,1,Gary_Marshall,1
Chris_Cooper,1,2,Billy_Bob_Thornton,1,Oscar_DLeon,1
Chris_Rock,1,2,Billy_Crystal,4,Shafal_Mosed,1
Chris_Tucker,1,2,Billy_Graham,2,Jean_Nagel,1
Christian_Fittipaldi,1,2,Billy_Joel,1,Edwina_Currie,3
Christine_Gregoire,2,3,Billy_Joel,1,Lloyd_Richards,1
Christopher_Patten,1,2,Binyamin_Ben-Eliezer,6,Vicki_Zhao_Wei,1
Christopher_Walken,1,4,Bison_Dele,1,John_Stockton,4
Christopher_Walken,2,4,Blythe_Hartley,2,Masahiko_Nagasawa,1
Chuck_Amato,1,2,Bob_Alper,1,Chris_Reitsma,1
Chuck_Yeager,1,2,Bob_Alper,1,Tony_Curtis,2
Chung_Mong-hun,1,2,Bob_Beauprez,1,Patsy_Mink,1
Cindy_Margolis,1,2,Bob_Bowlsby,1,Tyler_Grillo,1
Ciro_Gomes,2,3,Bob_Curtis,1,Hans_Blix,27
Ciro_Gomes,2,4,Bob_Ferguson,1,Jean-Francois_Pontal,1
Ciro_Gomes,3,4,Bob_Geldof,1,John_Spencer,2
Claire_Hentzen,1,2,Bob_Graham,6,Mary_Tyler_Moore,2
Clara_Harris,1,4,Bob_Krueger,1,Carlos_Alberto_Parreira,1
Clara_Harris,2,4,Bob_Melvin,1,Eileen_Coparropa,2
Claudia_Pechstein,1,2,Bob_Stoops,2,David_Siegel,1
Claudia_Schiffer,1,3,Bob_Stoops,4,Yoelbi_Quesada,1
Clint_Eastwood,1,5,Bob_Wright,1,Eriko_Tamura,1
Clint_Eastwood,1,6,Bob_Wright,1,Margaret_Thatcher,1
Clint_Eastwood,3,6,Bobby_Kielty,1,Keith_Rodriguez,1
Colin_Farrell,1,7,Bobby_Kielty,1,Mark_Salter,1
Colin_Farrell,3,7,Boris_Becker,2,Jason_Gardner,1
Colin_Jackson,1,2,Boris_Berezovsky,1,David_Nalbandian,13
Colin_Montgomerie,2,4,Boris_Henry,1,Richard_Branson,2
Colin_Montgomerie,2,5,Boris_Henry,1,Venus_Williams,4
Colin_Powell,38,212,Brad_Brownell,1,Cindy_Moll,1
Colin_Powell,74,205,Brad_Gushue,1,Patricia_Wartusch,1
Colin_Powell,120,166,Brad_Johnson,3,Diana_Munz,2
Conan_OBrien,1,2,Brandon_Hammond,1,Kurt_Thomas,1
Constance_Marie,2,3,Brandon_Inge,1,Jose_Lopez_Beltran,1
Coretta_Scott_King,2,3,Brandon_Inge,1,Mike_Szymanczyk,1
Corinne_Coman,1,2,Brendan_Hansen,1,Jim_Wong,1
Costas_Simitis,1,3,Brendan_Stai,1,Justin_Marshall,1
Costas_Simitis,2,4,Brennon_Leighton,1,Terry_Gilliam,1
Cristina_Saralegui,1,2,Brent_Coles,1,Francois_Botha,1
Cruz_Bustamante,1,4,Brett_Hull,1,Geoffrey_Rush,1
Dalai_Lama,1,2,Brian_Grazier,1,Huang_Suey-Sheng,1
Dale_Earnhardt_Jr,1,2,Brian_Grazier,1,Nate_Huffman,1
Dale_Earnhardt_Jr,1,3,Brian_Grazier,1,Robbie_Williams,1
Damon_van_Dam,1,2,Brian_Gregory,1,Jimmy_Lee,1
Dan_Morales,1,2,Brian_Mulroney,2,Yogi_Berra,1
Dan_Morales,1,3,Brian_Pavlich,1,Marc-Andre_Fleury,2
Daniel_Day-Lewis,1,2,Brian_Pavlich,1,Scott_Sullivan,1
Daniel_Day-Lewis,1,3,Brian_Schneider,1,Tex_Ritter,1
Darrell_Issa,1,2,Brian_Van_Dusen,1,Sergio_Garcia,1
Darrell_Porter,1,2,Brittany_Snow,1,Jim_Bunning,1
Darren_Clarke,1,2,Brook_Robinson,1,Paul_Farley,1
Daryl_Hannah,1,2,Brook_Robinson,1,Wan_Yanhai,1
David_Anderson,1,2,Brooke_Gordon,1,Hushiar_Zebari,1
David_Anderson,2,4,Brooke_Gordon,1,Lucia_Kenny_Anthony,1
David_Beckham,4,17,Bruce_Arena,1,Robert_Wiener,1
David_Beckham,4,24,Bruce_Springsteen,2,Shamai_Leibowitz,1
David_Beckham,5,10,Bruce_Van_De_Velde,1,Greg_Owen,1
David_Caruso,1,2,Bruno_Junquiera,1,Edgar_Savisaar,1
David_Coulthard,1,2,Bryant_Young,1,Lisa_Stone,1
David_Dodge,1,2,Buck_Rodgers,1,Paul_ONeill,9
David_Heymann,1,2,Budd_Schulberg,1,Michelle_Lecky,1
David_Hyde_Pierce,3,4,Bulent_Ecevit,1,Lee_Yuan-tseh,1
David_Myers,1,2,Buzz_Hargrove,1,Jonathan_Schroeder,1
David_Nalbandian,4,9,Buzz_Hargrove,1,Keith_Olbermann,1
David_Spade,1,2,Buzz_Hargrove,1,Tom_Crean,5
David_Wells,1,2,Cabas,1,John_Dallager,1
David_Wells,2,5,Cabas,1,Nicole_Kidman,7
Dean_Barkley,1,4,Caio_Blat,1,Paula_Radcliffe,3
Dean_Barkley,2,3,Caio_Blat,1,Teresa_Worbis,1
Debbie_Reynolds,1,3,Cameron_Diaz,1,Daniela_Cicarelli,1
Debra_Brown,1,2,Cameron_Diaz,1,Kim_Dae-jung,3
Demi_Moore,1,2,Camryn_Manheim,1,Simona_Hradil,1
Demi_Moore,2,3,Carla_Gay_Balingit,1,Fernando_Henrique_Cardoso,5
Demi_Moore,2,4,Carla_Myers,2,John_Henry,1
Dennis_Erickson,1,2,Carla_Sullivan,1,Monique_Garbrecht-Enfeldt,2
Dennis_Kucinich,2,5,Carlos_Barra,1,Princess_Aiko,1
Dennis_Kucinich,6,7,Carlos_Fasciolo,1,David_Bowie,1
Derek_Lowe,1,2,Carlos_Fasciolo,1,Lisa_Gottsegen,2
Desiree_Lemosi,1,2,Carlos_Paternina,1,Jeff_Feldman,1
Dexter_Jackson,1,2,Carlos_Queiroz,1,Pa_Kou_Hang,1
Diana_Krall,1,3,Carlos_Ruiz,1,Kelvin_Sampson,2
Diana_Krall,1,6,Carlos_Ruiz,1,Lincoln_Chafee,1
Diana_Krall,2,4,Carlos_Ruiz,1,Phil_Mickelson,2
Diana_Munz,2,3,Carlos_Salinas,1,Shaun_Rusling,1
Dianne_Feinstein,2,3,Carlos_Savedra,1,Chris_Neil,1
Dick_Cheney,1,11,Carlos_Vives,1,Piers_Sellers,1
Dick_Cheney,1,14,Carly_Fiorina,2,Khalid_Qazi,1
Dolly_Parton,1,2,Carolina_Barco,1,Maha_Habib,1
Dolma_Tsering,1,2,Carolina_Kluft,1,William_Bratton,2
Don_Nickles,1,2,Carolina_Moraes,2,Hushiar_Zebari,1
Don_Siegelman,2,3,Cassandra_Heise,1,Michael_Kors,1
Donald_Evans,1,2,Cate_Blanchett,3,Jeanette_Stauffer,1
Donald_Fehr,3,4,Cathryn_Crawford,1,Kathryn_Grayson,1
Doris_Roberts,1,2,Catriona_Le_May_Doan,1,Kieran_Culkin,1
Doug_Duncan,1,2,Catriona_Le_May_Doan,1,Paul_Henderson,1
Drew_Barrymore,1,2,Cecilia_Bolocco,1,Yann_Martel,2
Duane_Lee_Chapman,1,2,Cecilia_Bolocco,2,Giulietta_Masina,1
Dwayne_Johnson,1,2,Cesar_Gaviria,4,Sasha_Alexander,1
Eddy_Merckx,1,2,Chadha_Gurinder,1,George_Ryan,2
Edie_Falco,1,2,Chakib_Khelil,1,Nathan_Doudney,1
Edmund_Hillary,2,3,Chan_Choi,1,Helmut_Panke,1
Edmund_Stoiber,2,3,Chan_Choi,1,Jayson_Williams,3
Eduard_Shevardnadze,1,3,Charles_Bell,1,James_Carville,1
Eduard_Shevardnadze,3,4,Charles_Chandler_IV,1,Rainer_Geulen,1
Eduardo_Duhalde,5,11,Charles_Lebois,1,Yingfan_Wang,1
Edward_Kennedy,1,2,Charles_Lebois,1,Zeng_Qinghong,1
Edward_Said,1,2,Charles_Mathews,1,Judy_Genshaft,1
Edwina_Currie,2,3,Charles_Moose,9,Sheryl_Crow,4
Eileen_Coparropa,2,3,Charlotte_Casiraghi,1,Irina_Framtsova,1
Elena_Bovina,1,2,Charlotte_Casiraghi,1,Jan_Pronk,1
Elijah_Wood,2,3,Charlotte_Casiraghi,1,Paddy_Long,1
Elizabeth_Dole,1,3,Chelsea_Clinton,1,Mohamed_Seineldin,1
Elizabeth_Hurley,1,2,Chen_Kaige,1,Manfred_Reyes_Villa,1
Elizabeth_Hurley,2,3,Chen_Tsai-chin,1,Tim_Welsh,1
Elizabeth_Hurley,4,5,Cheryl_Hines,1,Hal_Gehman,3
Elizabeth_Shue,1,2,Cheryl_James,1,Cristiano_da_Matta,1
Ellen_DeGeneres,1,2,Cheryl_James,1,Humberto_Coelho,1
Elton_John,1,7,Chip_Ganassi,1,Lenny_Kravitz,1
Elton_John,3,5,Chip_Knight,1,Tracy_McGrady,2
Elvis_Presley,1,2,Chris_Columbus,1,Patricia_Garone,1
Emanuel_Ginobili,2,4,Chris_Cooper,1,Jason_Statham,1
Emile_Lahoud,1,2,Chris_Cornell,1,Gary_Marshall,1
Emily_Robison,1,2,Chris_Crocker,1,Zafarullah_Khan_Jamali,1
Emma_Thompson,1,2,Chris_Moore,1,Marsha_Sharp,1
Emma_Thompson,1,3,Chris_Neil,1,Tom_Reilly,2
Emmanuelle_Beart,1,2,Christian_Bale,1,Nancy_Greenlaw,1
Emmanuelle_Beart,2,3,Christian_Lacroix,1,Tom_OBrien,1
Emmit_Smith,1,2,Christian_Lirette,1,Taku_Yamasaki,1
Enrique_Bolanos,1,2,Christian_Malcolm,1,Pat_Rochester,1
Enrique_Bolanos,2,5,Christina_Aguilera,4,Fred_Huff,1
Enrique_Bolanos,4,5,Christoph_Daum,1,Mitchell_Crooks,1
Eric_Clapton,1,2,Christopher_Amolsch,1,Jen_Schefft,1
Eric_Rosser,1,2,Christopher_Conyers,1,Yu_Shyi-kun,3
Erika_Harold,2,5,Christopher_Matero,1,Dita_Von_Tesse,1
Ernesto_Zedillo,1,2,Chuck_Finley,1,John_Wright,1
Ernie_Els,1,3,Chuck_Hagel,1,Hu_Jintao,1
Ethan_Hawke,1,4,Chuck_Yeager,2,Jacqueline_Obradors,1
Ethan_Hawke,2,4,Chuck_Yeager,2,Robert_Ehrlich,2
Ethan_Hawke,3,4,Chung_Mong-hun,1,Ronald_Perelman,1
Eunice_Barber,1,2,Cindy_Klassen,1,Jayson_Williams,3
Eva_Dimas,1,2,Cindy_Margolis,1,Rachel_Wadsworth,1
Evander_Holyfield,1,2,Cindy_Moll,1,Gregorio_Rosal,1
Eve_Pelletier,1,2,Cindy_Moll,1,Randy_Jackson,1
Farouk_al-Sharaa,1,3,Cindy_Zagorski,1,Farouk_al-Sharaa,2
Farouk_al-Sharaa,2,3,Ciro_Gomes,4,Edgar_Savisaar,1
Federico_Trillo,1,3,Ciro_Gomes,4,JT_Snow,1
Felix_Mantilla,1,2,Clara_Harris,1,Ekke_Hard_Forberg,1
Fernando_Gonzalez,2,6,Claude_Jorda,1,Darko_Milicic,1
Fernando_Gonzalez,4,7,Claudia_Schiffer,3,Marco_Antonio_Barrera,2
Fernando_Henrique_Cardoso,1,3,Claudine_Farrell,1,Dave_McNally,1
Fidel_Castro,4,14,Clemente_de_la_Vega,1,Keith_Brown,1
Flavia_Delaroli,1,2,Cliff_Ellis,1,Paul_Luvera,1
Frances_Fisher,1,2,Clifford_Robinson,1,Tom_Schnackenberg,1
Francis_Ford_Coppola,1,2,Clive_Lloyd,1,Fujio_Cho,5
Francisco_Flores,3,4,Clive_Woodward,1,Yasar_Yakis,3
Frank_Griswold,1,2,Cole_Chapman,1,Randy_Jackson,1
Frank_Solich,1,2,Colin_Cowie,1,Francisco_Urenda,1
Frank_Solich,3,4,Colin_Farrell,7,Rudolph_Holton,1
Franz_Muentefering,1,3,Colin_Jackson,2,Keiko_Sofia_Fujimori,1
Franz_Muentefering,1,4,Colin_Phillips,1,Lenny_Kravitz,1
Franz_Muentefering,2,3,Colleen_Atwood,1,Luis_Fonsi,1
Fred_Thompson,2,3,Colleen_Donovan,1,Wen_Jiabao,9
Fujio_Cho,1,5,Columba_Bush,1,Paul_Walker,1
Gabriel_Valdes,1,2,Conan_OBrien,2,Crispin_Glover,1
Garry_Kasparov,1,2,Coretta_Scott_King,1,Tom_Welch,1
Gary_Carter,1,2,Costas_Simitis,1,Richard_Perle,1
