Name0,Image0,Image1,Name1,Image2,Name2,Image3
Elinor_Caplan,1,2,Bill_Elliott,1,Mary_Anne_Souza,1
Emmanuelle_Beart,1,2,Bill_Frist,5,Jimmy_Kimmel,2
Emmanuelle_Beart,1,3,Bill_Maher,1,Brad_Russ,1
Federico_Trillo,1,2,Bill_Maher,1,Juliette_Binoche,1
Federico_Trillo,1,3,Bill_Nelson,1,Kim_Jong-Il,3
Federico_Trillo,2,3,Bill_Nelson,2,Gillian_Anderson,1
Francis_Ford_Coppola,1,2,Bill_Stapleton,1,Sedigh_Barmak,1
Fred_Thompson,1,2,Bill_Stapleton,1,Valerie_Harper,1
Fred_Thompson,1,3,Billy_Bob_Thornton,1,Herb_Dhaliwal,1
Fred_Thompson,2,3,Billy_Bob_Thornton,1,Nong_Duc_Manh,1
Garry_Trudeau,1,2,Bob_Alper,1,Kevin_Millwood,1
Gary_Williams,1,2,Bob_Graham,2,Dwayne_Wade,1
Gene_Robinson,1,2,Bob_Petrino,1,Geraldine_Chaplin,4
Gene_Robinson,1,3,Bob_Petrino,1,Jorge_Castaneda,1
Gene_Robinson,2,3,Boris_Becker,4,Julianna_Margulies,2
George_Galloway,1,3,Brad_Russ,1,Hana_Urushima,1
George_Galloway,2,3,Brad_Russ,1,Romeo_Gigli,1
George_Galloway,2,4,Brawley_King,1,Tom_Glavine,2
Geraldine_Chaplin,1,2,Brian_Griese,2,Jeffrey_Archer,2
Geraldine_Chaplin,1,4,Brian_Griese,2,Laura_Elena_Harring,1
Geraldine_Chaplin,3,4,Brian_Griese,2,Nicolas_Lapentti,2
Gerardo_Gambala,1,2,Bryan_Adams,1,Michael_Kors,1
Gian_Marco,1,2,Bryan_Adams,1,Mohamed_Seineldin,1
Gian_Marco,2,3,Calbert_Cheaney,1,Ian_Smith,1
Gillian_Anderson,1,2,Calbert_Cheaney,1,Robert_Downey_Jr,1
Gordon_Brown,6,9,Carl_Reiner,1,Hamid_Efendi,1
Gordon_Brown,10,13,Carl_Reiner,2,John_Engler,1
Grant_Hackett,1,2,Carl_Reiner,2,Prince_Rainier_III,1
Grant_Hackett,1,3,Carl_Reiner,2,Tom_Glavine,2
Grant_Hackett,1,5,Carlo_Azeglio_Ciampi,1,Francis_Ford_Coppola,1
Gray_Davis,7,22,Carlos_Arroyo,1,Shane_Phillips,1
Gray_Davis,21,26,Carlos_Paternina,1,Emily_Stevens,1
Gregg_Popovich,1,5,Carlos_Paternina,1,Paul_Sarbanes,1
Gregg_Popovich,3,4,Casey_Mears,1,Mike_Davis,1
Guy_Ritchie,1,2,Casey_Mears,1,Yukiko_Okudo,1
Hamzah_Haz,1,2,Cathy_Freeman,2,William_Martin,2
Harbhajan_Singh,1,2,Cecilia_Cheung,1,Daryl_Parks,1
Hootie_Johnson,1,2,Cecilia_Cheung,1,Pascal_Affi_Nguessan,1
Hugo_Chavez,2,27,Chen_Tsai-chin,1,Dereck_Whittenburg,1
Hugo_Chavez,27,53,Chen_Tsai-chin,1,Mamdouh_Habib,1
Hugo_Chavez,36,51,Cho_Myung-kyun,1,David_Bell,1
Hugo_Chavez,41,50,Cho_Myung-kyun,1,Fernando_Sanz,1
Hugo_Chavez,45,56,Cho_Myung-kyun,1,Georgia_Giddings,1
Isaiah_Washington,1,2,Cho_Myung-kyun,1,Richard_Fine,1
Jack_Grubman,1,2,Choi_Yun-yong,1,Chuck_Eidson,1
Jacques_Rogge,1,9,Chris_Dodd,1,Taylor_Twellman,1
Jacques_Rogge,3,7,Chris_Swecker,1,Tom_Vilsack,1
Jacques_Rogge,3,10,Christian_Lacroix,1,Laura_Elena_Harring,1
Jacques_Rogge,4,6,Christian_Lacroix,1,Ornella_Muti,1
Jacques_Rogge,4,9,Chuck_Eidson,1,Sigourney_Weaver,1
Jacques_Rogge,5,8,Clare_Short,4,Don_Carcieri,1
Jacques_Rogge,6,8,Coco_dEste,1,Darvis_Patton,1
James_Caan,1,2,Coco_dEste,1,Melina_Kanakaredes,1
James_Caan,1,3,Coco_dEste,1,Tom_Rouen,1
James_Caan,2,3,Coleen_Rowley,1,Nong_Duc_Manh,1
James_Jones,1,2,Corinne_Coman,2,Frank_Beamer,1
Jamling_Norgay,1,2,Dale_Earnhardt_Jr,1,Nick_Reilly,1
Janica_Kostelic,1,2,Dario_Franchitti,1,Henry_Castellanos,1
Jeanne_Moreau,1,2,Darren_Campel,1,Hilary_McKay,1
Jeffrey_Archer,1,2,Darvis_Patton,1,Gerard_Tronche,1
Jennifer_Garner,1,3,Darvis_Patton,1,William_Macy,4
Jennifer_Garner,4,9,Daryl_Parks,1,Guus_Hiddink,1
Jennifer_Garner,5,6,Daryl_Sabara,1,Nick_Reilly,1
Jennifer_Garner,5,9,Daryl_Sabara,1,Valentina_Tereshkova,1
Jennifer_Garner,7,12,Dave_Johnson,1,Howard_Stern,1
Jennifer_Garner,8,11,Dave_Tucker,1,Gary_Gitnick,1
Jeremy_Greenstock,2,24,David_Collenette,1,Salman_Khan,1
Jeremy_Greenstock,3,22,David_Westerfield,1,Stan_Kroenke,1
Jeremy_Greenstock,5,11,Dean_Jacek,1,Larry_Wilmore,1
Jeremy_Greenstock,10,14,Demi_Moore,2,Fred_Thompson,1
Jeremy_Greenstock,17,21,Demi_Moore,2,Linus_Roache,1
Jessica_Lange,1,2,Dereck_Whittenburg,1,Lindsey_Graham,2
Jimmy_Carter,1,7,Dianne_Reeves,1,Larry_Wilmore,1
Jimmy_Carter,4,6,Dianne_Reeves,1,Romeo_Gigli,1
Jimmy_Carter,5,8,Don_Carcieri,1,Janica_Kostelic,1
Jimmy_Carter,6,7,Dora_Bakoyianni,1,Richard_Sambrook,2
Jodie_Foster,1,2,Dora_Bakoyianni,1,Saeb_Erekat,2
John_Manley,1,6,Doris_Roberts,1,Nong_Duc_Manh,1
John_Manley,2,5,Doug_Wilson,1,Szu_Yu_Chen,1
John_McCain,2,3,Douglas_Gansler,1,Martin_Brooke,1
John_McCain,3,7,Douglas_Gansler,1,Ronald_Kadish,1
John_McCain,6,7,Dwayne_Wade,1,Mike_Farrar,1
John_Snow,3,15,Edward_Arsenault,1,Jim_Hardin,1
John_Snow,4,16,Einars_Repse,1,Minnie_Mendoza,1
John_Snow,9,11,Einars_Repse,1,Tim_Blake_Nelson,1
Johnson_Panjaitan,1,2,Elinor_Caplan,1,Hilary_McKay,1
Jorge_Castaneda,1,2,Eliza_Dushku,1,George_Lucas,1
Jose_Serra,1,9,Eliza_Dushku,1,Itzhak_Perlman,1
Jose_Serra,2,8,Emily_Stevens,1,Janez_Drnovsek,1
Jose_Serra,3,5,Emmanuelle_Beart,2,Phil_Jackson,1
Jose_Serra,3,7,Eric_Daze,1,Sterling_Hitchcock,1
Jose_Serra,6,9,Erika_Christensen,2,Michael_Dell,1
Jose_Theodore,1,2,Erika_Christensen,2,Woody_Allen,2
Joseph_Blatter,1,2,Eriko_Tamura,1,Georgia_Giddings,1
Joseph_Ralston,1,2,Ernie_Grunfeld,1,Frank_Coraci,1
Juan_Pablo_Montoya,1,8,Eugene_Melnyk,1,Mahima_Chaudhari,1
Juan_Pablo_Montoya,2,4,Fatma_Kusibeh,1,Lee_Baca,1
Juan_Pablo_Montoya,4,5,Federico_Trillo,1,Jonathan_Woodgate,1
Julianna_Margulies,1,2,Fernando_Alonso,1,Sam_Brownback,1
Justin_Guarini,1,2,Fernando_Sanz,1,Miranda_Otto,1
Justin_Guarini,2,3,Fernando_Sanz,1,Roy_Moore,1
Justine_Henin,2,3,Flor_Montulo,2,Juan_Pablo_Montoya,1
Kate_Winslet,1,2,Francisco_Garcia,1,Marsha_Sharp,1
Kate_Winslet,1,4,Francois_Ozon,1,Makiya_Ali_Hassan,1
Kate_Winslet,2,3,Frank_Coraci,1,Tomoko_Hagiwara,2
Kate_Winslet,2,4,Frank_Van_Ecke,1,Tsutomu_Takebe,1
Kathy_Winters,1,2,Fred_Thompson,2,Helen_Alvare,1
Kelvin_Sampson,1,2,Fred_Thompson,2,Sterling_Hitchcock,1
Kevin_Stallings,1,2,Fred_Thompson,3,Magda_Kertasz,1
Kim_Jong-Il,2,3,Garry_Trudeau,1,Pat_Riley,1
Kristin_Davis,1,2,Garry_Witherall,1,Howard_Stern,1
Kristin_Davis,2,3,Garry_Witherall,1,Ingrid_Betancourt,1
Lance_Armstrong,1,17,Garry_Witherall,1,Martin_Keown,1
Lance_Armstrong,5,10,Gary_Gero,1,Kim_Hong-gul,1
Lance_Armstrong,7,11,Gary_Gero,1,Phil_Gramm,1
Lance_Armstrong,10,18,Gavin_Degraw,1,Jeffrey_Archer,1
Lance_Armstrong,14,17,Gene_Robinson,3,Martha_Bowen,2
Laurent_Jalabert,1,2,Georgia_Giddings,1,Mahima_Chaudhari,1
Lindsey_Graham,1,2,Geovani_Lapentti,1,Rodney_Rempt,1
Lisa_Gottsegen,1,2,Geovani_Lapentti,1,Sam_Brownback,1
Lleyton_Hewitt,1,13,Gerard_de_Cortanze,1,Mark_Wahlberg,1
Lleyton_Hewitt,16,27,Gian_Marco,2,Kevin_Stallings,2
Lleyton_Hewitt,18,37,Giancarlo_Fisichella,1,Maria_Callas,1
Lleyton_Hewitt,24,36,Gideon_Yago,1,Natalie_Williams,1
Luis_Ernesto_Derbez_Bautista,3,6,Gideon_Yago,1,Paul_William_Hurley,1
Mario_Dumont,1,2,Glenn_Plummer,1,Maria_Garcia,1
Mark_Wahlberg,1,3,Grant_Hackett,1,Todd_Robbins,1
Mark_Wahlberg,2,3,Grant_Hackett,3,Milo_Djukanovic,3
Mark_Wahlberg,2,4,Gray_Davis,26,Karen_Lynn_Gorney,1
Marlene_Weingartner,1,2,Gregg_Popovich,3,Vernon_Forrest,1
Martha_Bowen,1,2,Gregor_Gysi,1,Tomoko_Hagiwara,1
Martin_Cauchon,1,2,Guy_Ritchie,2,Herb_Dhaliwal,1
Martin_Hoellwarth,1,2,Guy_Ritchie,2,William_Macy,1
Martin_Sheen,1,2,Hamid_Efendi,1,Jimmy_Carter,8
Matthew_Broderick,1,4,Hamzah_Haz,2,Hilary_McKay,1
Matthew_Broderick,2,3,Harald_Ringstorff,1,Pat_Riley,1
Mike_Krzyzewski,1,6,Harald_Ringstorff,1,Romano_Prodi,6
Mikhail_Gorbachev,1,2,Heather_Chinnock,1,Jean-Francois_Lemounier,1
Monica_Bellucci,1,4,Helen_Alvare,1,Milo_Djukanovic,1
Monica_Bellucci,2,4,Henry_Castellanos,1,Pamela_Anderson,4
Naomi_Campbell,1,2,Henry_Castellanos,1,Tommy_Shane_Steiner,1
Nestor_Kirchner,3,30,Herb_Dhaliwal,1,Hung_Wan-ting,1
Nestor_Kirchner,12,21,Hilary_McKay,1,Kevin_Millwood,1
Nestor_Kirchner,17,25,Howard_Stern,1,Maria_Callas,1
Nicolas_Lapentti,1,2,Hugo_Chavez,33,Karen_Lynn_Gorney,1
Noah_Wyle,2,3,Hugo_Chavez,60,Steve_Shiver,1
Nora_Bendijo,1,2,Imam_Samudra,1,Ivana_Trump,1
Nursultan_Nazarbayev,1,2,Imelda_Marcos,1,Patty_Schnyder,4
Pamela_Anderson,1,2,Jack_Smith,1,Mary_Jo_Myers,1
Pamela_Anderson,1,5,James_Caan,2,Paul_Sarbanes,2
Patricia_Heaton,1,2,James_Comey,1,Juan_Carlos_Morales,1
Patty_Schnyder,1,2,James_Comey,1,Paul_William_Hurley,1
Patty_Schnyder,2,3,Jamling_Norgay,1,Zico,2
Patty_Schnyder,2,4,Jan_Pronk,1,Kim_Dong-hwa,1
Patty_Schnyder,3,4,Janez_Drnovsek,1,Sterling_Hitchcock,1
Paul_Bremer,6,17,Janica_Kostelic,2,Yasushi_Akashi,1
Paul_Bremer,7,10,Janice_Abreu,1,Kevin_Sorbo,1
Paul_Bremer,9,15,Jeffrey_Ashby,1,Michael_Dell,1
Paul_Bremer,14,16,Jennifer_Garner,6,Mike_Duke,1
Paul_Sarbanes,1,3,Jennifer_Renee_Short,1,Taylor_Twellman,1
Paul_Sarbanes,2,3,Jerry_Seinfeld,1,Tim_Blake_Nelson,1
Paul_William_Hurley,1,2,Jerry_Tarkanian,1,Thomas_Rupprath,1
Pervez_Musharraf,1,6,Jessica_Lange,2,Sedigh_Barmak,1
Pervez_Musharraf,2,16,Jim_Freudenberg,1,Nigel_Redden,1
Pervez_Musharraf,3,10,Jim_Freudenberg,1,Tina_Pisnik,1
Pervez_Musharraf,4,14,Jim_Haslett,1,Tsutomu_Takebe,1
Pervez_Musharraf,5,7,Jim_Otto,1,Rafiq_Hariri,1
Pervez_Musharraf,5,15,Jimmy_Gurule,1,Terry_McAuliffe,1
Phil_Gramm,1,2,Jodie_Foster,3,Joe_Pantoliano,1
Prince_Edward,1,2,John_Herrington,1,Luis_Ernesto_Derbez_Bautista,2
Ricardo_Lagos,3,12,John_Richardson,1,Yasushi_Akashi,1
Ricardo_Lagos,23,27,John_Snow,17,Se_Hyuk_Joo,1
Ricardo_Monasterio,1,2,Jonathan_Arden,1,Joseph_Ralston,1
Rich_Gannon,1,2,Jorge_Castaneda,1,Robert_Fico,1
Rick_Perry,1,4,Jose_Rosado,1,Micky_Arison,1
Rick_Perry,1,5,Joseph_Blatter,1,Ronald_Kadish,1
Rick_Perry,2,4,Joseph_Ralston,2,Juan_Pablo_Montoya,5
Rick_Perry,3,4,Joseph_Ralston,2,Yoshiyuki_Kamei,1
Robert_Bonner,2,3,Juliette_Binoche,1,Matthew_Broderick,3
Robert_Evans,2,3,Julio_De_Brun,1,Patty_Schnyder,1
Robert_Fico,1,2,Julio_De_Brun,1,Vernon_Forrest,1
Romano_Prodi,3,5,Justin_Guarini,2,Prince_Edward,1
Roy_Moore,2,5,Kate_Winslet,2,Mike_Duke,1
Roy_Moore,3,6,Katie_Wagner,1,Stan_Kroenke,1
Sachiko_Yamada,1,2,Keith_Lowen,1,Robert_Evans,2
Sachiko_Yamada,1,4,Keith_Lowen,1,Silvia_Farina_Elia,2
Sachiko_Yamada,2,3,Ken_Loach,1,Taku_Yamasaki,1
Sachiko_Yamada,2,4,Kevin_Crane,1,Mike_Krzyzewski,2
Saeb_Erekat,1,2,Kevin_Millwood,1,Mitchell_Crooks,1
Sam_Bith,1,2,Kim_Clijsters,4,Martin_Short,1
Sam_Bith,1,3,Kim_Hong-gul,1,Milo_Djukanovic,3
Sam_Bith,2,3,Kim_Jong-Il,3,Rick_Reed,1
Sean_Hayes,1,2,Lance_Armstrong,9,Maria_Garcia,1
Sergio_Garcia,1,2,Laurent_Jalabert,2,Vincent_Gallo,1
Silvia_Farina_Elia,1,2,Leon_LaPorte,1,Ted_Williams,1
Steve_Ballmer,1,2,Leon_LaPorte,1,Tommy_Thompson,5
Steve_Ballmer,1,3,Leonardo_Fernandez,1,Romano_Prodi,7
Stockard_Channing,1,3,Leticia_Dolera,1,Tom_Glavine,1
Stockard_Channing,2,3,Lorraine_Bracco,1,Momcilo_Perisic,1
Terry_McAuliffe,1,2,Luis_Ernesto_Derbez_Bautista,1,Tyra_Banks,1
Terry_McAuliffe,1,3,Maria_Burks,1,Todd_Parrott,1
Thomas_Rupprath,1,3,Mario_Lemieux,1,Stan_Kroenke,1
Thomas_Rupprath,2,3,Mark_Everson,1,Martin_Sheen,2
Tom_Ridge,6,16,Marquier_Montano_Contreras,1,SJ_Twu,1
Tom_Ridge,8,25,Marsha_Sharp,1,Steve_Shiver,1
Tom_Ridge,9,26,Martin_Cauchon,2,Vitali_Klitschko,3
Tom_Ridge,18,22,Martin_Hoellwarth,2,Mary_Katherine_Smart,1
Tommy_Haas,4,5,Martina_Hingis,1,Terry_McAuliffe,2
Tommy_Thompson,1,2,Melina_Kanakaredes,1,Ornella_Muti,1
Tommy_Thompson,1,7,Michael_Dell,1,Mike_Duke,1
Tommy_Thompson,2,8,Michael_Dell,1,Nigel_Redden,1
Tommy_Thompson,4,8,Michael_Richards,1,Silvia_Farina_Elia,3
Tommy_Thompson,6,9,Milan_Kucan,1,Salman_Khan,1
Tomoko_Hagiwara,1,2,Nancy_Kerrigan,1,Sam_Brownback,1
Trent_Lott,1,2,Naomi_Campbell,1,Tom_Ridge,16
Trent_Lott,2,3,Nina_Jacobson,1,Portia_de_Rossi,1
Trent_Lott,2,8,Noah_Wyle,3,Robbie_Coltrane,1
Trent_Lott,6,11,Nora_Bendijo,1,William_Martin,2
Trent_Lott,7,10,Nursultan_Nazarbayev,1,Robert_Bonner,1
Trent_Lott,8,16,Pascal_Affi_Nguessan,1,Tom_Moss,1
Tsutomu_Takebe,1,2,Pat_Summitt,1,Paul_Celluci,1
Tyler_Hamilton,1,2,Patty_Schnyder,3,Pernilla_Bjorn,1
Tyra_Banks,1,2,Patty_Schnyder,3,Prince_Philippe,1
Vaclav_Havel,2,4,Patty_Schnyder,4,Ricardo_Lagos,25
Vaclav_Havel,2,5,Pervez_Musharraf,3,Richard_Rodriguez,1
Vaclav_Havel,2,6,Phil_Gramm,2,Stefan_Tafrov,1
Vaclav_Havel,4,9,Rachel_Kempson,1,Zorica_Radovic,1
Vaclav_Havel,5,7,Rachel_Roy,1,Steve_Shiver,1
Valerie_Harper,1,2,Richard_Fine,1,Richard_Rodriguez,1
Vince_Carter,3,4,Rick_Reed,1,Ruth_Bader_Ginsburg,1
Vincent_Brooks,2,3,Robbie_Naish,1,Zhong_Nanshan,1
Vincent_Brooks,2,7,Robert_Bonner,2,Vincent_Brooks,2
Vincent_Brooks,4,5,Robert_Downey_Jr,1,Tommy_Shane_Steiner,1
Vincent_Brooks,4,7,Robert_Evans,1,Todd_Robbins,1
Vincent_Gallo,1,2,Romeo_Gigli,1,Tom_Harkin,4
Vitali_Klitschko,1,2,Saeb_Erekat,1,Tom_Coverdale,2
Vitali_Klitschko,3,4,Se_Hyuk_Joo,1,Tom_Rouen,1
William_Macy,1,4,Sergio_Garcia,2,Thomas_Watjen,1
William_Macy,2,4,Simon_Yam,1,Terry_McAuliffe,3
William_Macy,3,4,Simon_Yam,1,Tommy_Haas,5
Woody_Allen,2,4,Stan_Kroenke,1,William_Hyde,1
Woody_Allen,3,5,Steve_Ballmer,1,Tina_Pisnik,1
Yukiko_Okudo,1,2,Steve_Ballmer,2,Vincent_Gallo,3
Zico,1,2,Steve_Shiver,1,Thomas_Rupprath,3
Zico,2,3,Tina_Fey,1,Todd_Parrott,1
Abdullah_Gul,1,6,Adolfo_Rodriguez_Saa,1,Dave_Odom,1
Abdullah_Gul,1,8,Adolfo_Rodriguez_Saa,1,Nancy_Powell,1
Abdullah_Gul,7,14,Adrien_Brody,3,Damon_Dash,1
Abdullah_Gul,9,12,Ahmed_Ahmed,1,Mike_Smith,1
Abdullah_Gul,9,15,Al_Sharpton,5,Cole_Chapman,1
Adolfo_Rodriguez_Saa,1,2,Alberto_Sordi,1,James_Cameron,2
Adrien_Brody,2,3,Alejandro_Lerner,1,Jesper_Parnevik,1
Adrien_Brody,2,12,Alejandro_Lerner,1,TA_McLendon,1
Adrien_Brody,5,10,Alex_Penelas,1,Robin_Johansen,1
Adrien_Brody,7,8,Alex_Penelas,2,Gretchen_Mol,1
Al_Sharpton,1,4,Alexandra_Stevenson,3,Ronde_Barber,1
Al_Sharpton,2,4,Ali_Adbul_Karim_Madani,1,Carey_Lowell,1
Al_Sharpton,2,7,Ali_Mohammed_Maher,1,Isabela_Moraes,1
Al_Sharpton,3,4,Ali_Mohammed_Maher,1,Isidro_Pastor,1
Alexandra_Stevenson,1,2,Alicia_Silverstone,2,Jennifer_Thompson,1
Alexandra_Stevenson,1,3,Alicia_Silverstone,2,Jonathan_Tiomkin,1
Alexandra_Vodjanikova,1,2,Alicia_Silverstone,2,Serge_Tchuruk,1
Alicia_Silverstone,1,2,Andre_Agassi,31,Boris_Jordan,1
Ana_Palacio,3,7,Andre_Techine,1,Lloyd_Richards,1
Ana_Palacio,6,8,Andy_Benes,1,Doug_Moe,1
Andre_Agassi,1,5,Andy_Benes,1,Mitar_Rasevic,1
Andre_Agassi,2,16,Andy_Bryant,1,Mike_Slive,1
Andre_Agassi,4,33,Anna_Kournikova,8,Colin_Farrell,1
Andre_Agassi,9,25,Anne_ONeil,1,Sophie,1
Andre_Agassi,17,25,Anthony_Lee_Johnson,1,Dave_Williams,1
Anna_Kournikova,2,3,Arnold_Palmer,1,Stephanie_Zimbalist,1
Anna_Kournikova,2,12,Arnold_Palmer,3,Charles_Kartman,1
Anna_Kournikova,3,8,Aron_Ralston,1,Bill_Fennelly,1
Anna_Kournikova,7,8,Bart_Hendricks,1,Philippe_Noiret,1
Anna_Kournikova,7,11,Ben_Kingsley,1,Daryl_Hannah,1
Annette_Lu,1,2,Ben_Kingsley,1,Jean_Nagel,1
Arnold_Palmer,1,3,Ben_Kingsley,1,Perry_Farrell,1
Arnold_Palmer,2,3,Benjamin_Neulander,1,Robin_Tunney,1
Aron_Ralston,1,2,Bernardo_Segura,1,Debra_Shank,1
Arturo_Gatti,2,3,Bernardo_Segura,2,Douglas_Paal,1
Bashar_Assad,1,3,Bernardo_Segura,2,Jeanette_Stauffer,1
Bashar_Assad,2,4,Bill_Pryor,1,Ronde_Barber,1
Bernardo_Segura,1,2,Bob_Melvin,1,Richard_Hamilton,1
Bill_Gates,3,16,Bob_Stoops,3,Wayne_Allard,1
Bill_Gates,7,15,Bobby_Jackson,1,Bruce_Gebhardt,1
Bill_Gates,11,13,Bobby_Jackson,1,JP_Suarez,1
Bill_Gates,13,17,Bobby_Jackson,1,Madge_Overhouse,1
Bo_Pelini,1,2,Bobby_Jackson,1,Nicola_Wells,1
Bob_Stoops,2,4,Bobby_Robson,1,Rollie_Massimino,1
Bob_Stoops,2,5,Bode_Miller,1,David_Howard,1
Bobby_Robson,1,2,Bode_Miller,1,Steffi_Graf,1
Bode_Miller,1,2,Boris_Jordan,1,Kim_Weeks,1
Caroline_Kennedy,1,3,Boris_Jordan,1,Vincent_Sombrotto,1
Caroline_Kennedy,2,3,Brad_Alexander_Smith,1,Jason_Alexander,2
Catherine_Zeta-Jones,1,11,Brad_Alexander_Smith,1,Kate_Lee,1
Catherine_Zeta-Jones,4,9,Brad_Alexander_Smith,1,Tatiana_Gratcheva,1
Celso_Amorim,1,2,Brandon_Webb,1,Helmut_Panke,1
Chan_Gailey,1,2,Brandon_Webb,1,Larry_Hahn,1
Chanda_Rubin,2,5,Brandon_Webb,1,Ryan_Leaf,1
Chanda_Rubin,4,5,Brennon_Leighton,1,Laurel_Clark,1
Charles_Bronson,1,2,Brett_Hawke,1,Teri_Files,1
Charles_Kartman,1,2,Bruce_Gebhardt,1,Jean-Luc_Bideau,1
Charles_Schumer,1,2,Bruce_Gebhardt,1,Masao_Azuma,1
Chris_Rock,1,2,Bryan_Cooley,1,Katie_Harman,3
Christine_Baumgartner,1,2,Bryan_Murray,1,Eric_Schacht,1
Christine_Baumgartner,2,4,Bryan_Murray,1,Mikhail_Youzhny,1
Colin_Farrell,1,7,Bryan_Murray,1,Mitchell_Daniels,2
Colin_Farrell,2,7,Camille_Colvin,1,Irina_Yatchenko,1
Colin_Farrell,3,6,Carey_Lowell,1,Charlie_Coles,1
Colin_Farrell,4,8,Carl_Pope,1,Larry_Hahn,1
Dalai_Lama,1,2,Carolina_Barco,1,Daryl_Hannah,1
Daniel_Radcliffe,1,4,Carolina_Barco,1,Lindsay_Davenport,22
Daryl_Hannah,1,2,Carolina_Barco,1,Norodom_Sihanouk,1
David_Anderson,1,2,Caroline_Kennedy,3,Henry_Suazo,1
